District,Grade,Year,Demographic Category,Demographic Variable,# Total Days,# Days Absent,# Days Present,% Attendance,# Contributing 20+ Total Days,# Chronically Absent,% Chronically Absent
3,PK in K-12 Schools,2015-16,Poverty,Not Poverty,43971,3129,40842,92.9,269,62,23.0
3,PK in K-12 Schools,2015-16,Poverty,Poverty,39980,5544,34436,86.1,256,135,52.7
3,PK in K-12 Schools,2016-17,Poverty,Not Poverty,39920,2775,37145,93.0,252,56,22.2
3,PK in K-12 Schools,2016-17,Poverty,Poverty,42785,6291,36494,85.3,269,160,59.5
3,PK in K-12 Schools,2017-18,Poverty,Not Poverty,58746,4206,54540,92.8,349,89,25.5
3,PK in K-12 Schools,2017-18,Poverty,Poverty,45364,6140,39224,86.5,291,163,56.0
3,PK in K-12 Schools,2018-19,Poverty,Not Poverty,63067,4658,58409,92.6,378,93,24.6
3,PK in K-12 Schools,2018-19,Poverty,Poverty,48658,6300,42358,87.1,309,162,52.4
3,0K,2013-14,Poverty,Not Poverty,156872,7380,149492,95.3,893,75,8.4
3,0K,2013-14,Poverty,Poverty,110106,11706,98400,89.4,671,290,43.2
3,0K,2014-15,Poverty,Not Poverty,162531,7546,154985,95.4,918,80,8.7
3,0K,2014-15,Poverty,Poverty,112287,11646,100641,89.6,662,279,42.1
3,0K,2015-16,Poverty,Not Poverty,161544,7732,153812,95.2,937,97,10.4
3,0K,2015-16,Poverty,Poverty,101984,10435,91549,89.8,626,258,41.2
3,0K,2016-17,Poverty,Not Poverty,148221,7910,140311,94.7,863,97,11.2
3,0K,2016-17,Poverty,Poverty,97562,10713,86849,89.0,599,270,45.1
3,0K,2017-18,Poverty,Not Poverty,142377,7206,135171,94.9,829,79,9.5
3,0K,2017-18,Poverty,Poverty,88363,9465,78898,89.3,532,227,42.7
3,0K,2018-19,Poverty,Not Poverty,154609,8159,146450,94.7,897,107,11.9
3,0K,2018-19,Poverty,Poverty,84684,9617,75067,88.6,522,237,45.4
3,1,2013-14,Poverty,Not Poverty,151357,6258,145099,95.9,861,52,6.0
3,1,2013-14,Poverty,Poverty,123374,11296,112078,90.8,731,254,34.7
3,1,2014-15,Poverty,Not Poverty,157449,6625,150824,95.8,890,52,5.8
3,1,2014-15,Poverty,Poverty,115179,9953,105226,91.4,673,226,33.6
3,1,2015-16,Poverty,Not Poverty,158611,6660,151951,95.8,913,64,7.0
3,1,2015-16,Poverty,Poverty,109465,9695,99770,91.1,653,221,33.8
3,1,2016-17,Poverty,Not Poverty,155611,7356,148255,95.3,903,66,7.3
3,1,2016-17,Poverty,Poverty,109531,10911,98620,90.0,674,275,40.8
3,1,2017-18,Poverty,Not Poverty,142516,6130,136386,95.7,824,55,6.7
3,1,2017-18,Poverty,Poverty,103068,9661,93407,90.6,622,229,36.8
3,1,2018-19,Poverty,Not Poverty,139169,5753,133416,95.9,804,50,6.2
3,1,2018-19,Poverty,Poverty,89640,8390,81250,90.6,547,208,38.0
3,2,2013-14,Poverty,Not Poverty,137467,5407,132060,96.1,781,44,5.6
3,2,2013-14,Poverty,Poverty,112647,9887,102760,91.2,665,216,32.5
3,2,2014-15,Poverty,Not Poverty,150615,6294,144321,95.8,848,47,5.5
3,2,2014-15,Poverty,Poverty,110046,8743,101303,92.1,645,193,29.9
3,2,2015-16,Poverty,Not Poverty,148701,5860,142841,96.1,854,50,5.9
3,2,2015-16,Poverty,Poverty,109307,8255,101052,92.4,646,170,26.3
3,2,2016-17,Poverty,Not Poverty,149013,6502,142511,95.6,866,55,6.4
3,2,2016-17,Poverty,Poverty,106908,10019,96889,90.6,640,230,35.9
3,2,2017-18,Poverty,Not Poverty,146132,5865,140267,96.0,838,49,5.8
3,2,2017-18,Poverty,Poverty,110115,9861,100254,91.0,656,242,36.9
3,2,2018-19,Poverty,Not Poverty,137515,5570,131945,95.9,790,44,5.6
3,2,2018-19,Poverty,Poverty,100390,8815,91575,91.2,602,209,34.7
3,3,2013-14,Poverty,Not Poverty,140084,4952,135132,96.5,787,28,3.6
3,3,2013-14,Poverty,Poverty,120707,9321,111386,92.3,711,201,28.3
3,3,2014-15,Poverty,Not Poverty,134400,5061,129339,96.2,761,37,4.9
3,3,2014-15,Poverty,Poverty,111678,8558,103120,92.3,640,177,27.7
3,3,2015-16,Poverty,Not Poverty,141706,5316,136390,96.2,814,48,5.9
3,3,2015-16,Poverty,Poverty,106671,7991,98680,92.5,627,177,28.2
3,3,2016-17,Poverty,Not Poverty,146491,6181,140310,95.8,844,52,6.2
3,3,2016-17,Poverty,Poverty,105339,8571,96768,91.9,637,199,31.2
3,3,2017-18,Poverty,Not Poverty,143481,5756,137725,96.0,821,46,5.6
3,3,2017-18,Poverty,Poverty,113076,9844,103232,91.3,671,226,33.7
3,3,2018-19,Poverty,Not Poverty,145080,5836,139244,96.0,831,46,5.5
3,3,2018-19,Poverty,Poverty,109426,9559,99867,91.3,657,228,34.7
3,4,2013-14,Poverty,Not Poverty,146909,4586,142323,96.9,828,28,3.4
3,4,2013-14,Poverty,Poverty,121300,9027,112273,92.6,701,183,26.1
3,4,2014-15,Poverty,Not Poverty,137117,4101,133016,97.0,768,29,3.8
3,4,2014-15,Poverty,Poverty,121327,7931,113396,93.5,690,147,21.3
3,4,2015-16,Poverty,Not Poverty,127189,4103,123086,96.8,724,27,3.7
3,4,2015-16,Poverty,Poverty,103477,7359,96118,92.9,609,163,26.8
3,4,2016-17,Poverty,Not Poverty,134284,4535,129749,96.6,774,30,3.9
3,4,2016-17,Poverty,Poverty,104208,7662,96546,92.6,619,163,26.3
3,4,2017-18,Poverty,Not Poverty,134274,3951,130323,97.1,770,28,3.6
3,4,2017-18,Poverty,Poverty,115165,8670,106495,92.5,677,183,27.0
3,4,2018-19,Poverty,Not Poverty,138690,4209,134481,97.0,796,34,4.3
3,4,2018-19,Poverty,Poverty,106287,8635,97652,91.9,626,196,31.3
3,5,2013-14,Poverty,Not Poverty,123213,4480,118733,96.4,692,33,4.8
3,5,2013-14,Poverty,Poverty,117022,8263,108759,92.9,674,154,22.8
3,5,2014-15,Poverty,Not Poverty,144822,5024,139798,96.5,807,36,4.5
3,5,2014-15,Poverty,Poverty,119387,8433,110954,92.9,677,163,24.1
3,5,2015-16,Poverty,Not Poverty,137421,4522,132899,96.7,788,36,4.6
3,5,2015-16,Poverty,Poverty,111348,7565,103783,93.2,648,154,23.8
3,5,2016-17,Poverty,Not Poverty,126051,4927,121124,96.1,726,42,5.8
3,5,2016-17,Poverty,Poverty,100110,7449,92661,92.6,589,162,27.5
3,5,2017-18,Poverty,Not Poverty,131298,4898,126400,96.3,749,42,5.6
3,5,2017-18,Poverty,Poverty,110500,8377,102123,92.4,646,191,29.6
3,5,2018-19,Poverty,Not Poverty,131660,4853,126807,96.3,753,48,6.4
3,5,2018-19,Poverty,Poverty,114038,8481,105557,92.6,670,175,26.1
3,6,2013-14,Poverty,Not Poverty,121355,4194,117161,96.5,686,43,6.3
3,6,2013-14,Poverty,Poverty,134750,9575,125175,92.9,787,183,23.3
3,6,2014-15,Poverty,Not Poverty,130138,4535,125603,96.5,726,31,4.3
3,6,2014-15,Poverty,Poverty,114765,7243,107522,93.7,654,126,19.3
3,6,2015-16,Poverty,Not Poverty,144382,5022,139360,96.5,825,42,5.1
3,6,2015-16,Poverty,Poverty,117107,7644,109463,93.5,683,166,24.3
3,6,2016-17,Poverty,Not Poverty,142733,5202,137531,96.4,827,37,4.5
3,6,2016-17,Poverty,Poverty,115643,7997,107646,93.1,689,180,26.1
3,6,2017-18,Poverty,Not Poverty,119500,4226,115274,96.5,687,38,5.5
3,6,2017-18,Poverty,Poverty,126411,9260,117151,92.7,737,203,27.5
3,6,2018-19,Poverty,Not Poverty,132882,4876,128006,96.3,761,40,5.3
3,6,2018-19,Poverty,Poverty,129813,8987,120826,93.1,756,179,23.7
3,7,2013-14,Poverty,Not Poverty,106389,2946,103443,97.2,599,25,4.2
3,7,2013-14,Poverty,Poverty,138939,10284,128655,92.6,799,192,24.0
3,7,2014-15,Poverty,Not Poverty,121988,3506,118482,97.1,683,34,5.0
3,7,2014-15,Poverty,Poverty,130894,8941,121953,93.2,738,167,22.6
3,7,2015-16,Poverty,Not Poverty,121577,4265,117312,96.5,699,42,6.0
3,7,2015-16,Poverty,Poverty,114574,7216,107358,93.7,670,148,22.1
3,7,2016-17,Poverty,Not Poverty,141026,4715,136311,96.7,814,42,5.2
3,7,2016-17,Poverty,Poverty,110527,7772,102755,93.0,648,159,24.5
3,7,2017-18,Poverty,Not Poverty,126536,3172,123364,97.5,725,20,2.8
3,7,2017-18,Poverty,Poverty,131254,9198,122056,93.0,771,183,23.7
3,7,2018-19,Poverty,Not Poverty,119464,3495,115969,97.1,679,35,5.2
3,7,2018-19,Poverty,Poverty,129865,9568,120297,92.6,764,194,25.4
3,8,2013-14,Poverty,Not Poverty,113317,5934,107383,94.8,638,68,10.7
3,8,2013-14,Poverty,Poverty,142933,13282,129651,90.7,819,261,31.9
3,8,2014-15,Poverty,Not Poverty,115229,6092,109137,94.7,641,65,10.1
3,8,2014-15,Poverty,Poverty,129934,10182,119752,92.2,732,182,24.9
3,8,2015-16,Poverty,Not Poverty,119491,5394,114097,95.5,686,64,9.3
3,8,2015-16,Poverty,Poverty,124147,9555,114592,92.3,719,187,26.0
3,8,2016-17,Poverty,Not Poverty,123982,5870,118112,95.3,717,66,9.2
3,8,2016-17,Poverty,Poverty,105846,9092,96754,91.4,618,171,27.7
3,8,2017-18,Poverty,Not Poverty,125050,5324,119726,95.7,725,55,7.6
3,8,2017-18,Poverty,Poverty,127446,10743,116703,91.6,744,203,27.3
3,8,2018-19,Poverty,Not Poverty,130229,5602,124627,95.7,743,44,5.9
3,8,2018-19,Poverty,Poverty,129994,10641,119353,91.8,753,198,26.3
3,9,2013-14,Poverty,Not Poverty,150488,8048,142440,94.7,926,103,11.1
3,9,2013-14,Poverty,Poverty,244361,32830,211531,86.6,1536,561,36.5
3,9,2014-15,Poverty,Not Poverty,158564,8322,150242,94.8,961,99,10.3
3,9,2014-15,Poverty,Poverty,222290,30583,191707,86.2,1389,517,37.2
3,9,2015-16,Poverty,Not Poverty,174275,10733,163542,93.8,1078,127,11.8
3,9,2015-16,Poverty,Poverty,207845,27693,180152,86.7,1333,482,36.2
3,9,2016-17,Poverty,Not Poverty,168251,8367,159884,95.0,1044,70,6.7
3,9,2016-17,Poverty,Poverty,187086,22619,164467,87.9,1222,381,31.2
3,9,2017-18,Poverty,Not Poverty,182184,6932,175252,96.2,1126,85,7.5
3,9,2017-18,Poverty,Poverty,198954,25700,173254,87.1,1280,431,33.7
3,9,2018-19,Poverty,Not Poverty,153777,6271,147506,95.9,929,69,7.4
3,9,2018-19,Poverty,Poverty,210784,26111,184673,87.6,1330,413,31.1
3,10,2013-14,Poverty,Not Poverty,157418,10500,146918,93.3,976,166,17.0
3,10,2013-14,Poverty,Poverty,233753,35368,198385,84.9,1512,646,42.7
3,10,2014-15,Poverty,Not Poverty,163407,11087,152320,93.2,992,150,15.1
3,10,2014-15,Poverty,Poverty,238386,40761,197625,82.9,1527,697,45.6
3,10,2015-16,Poverty,Not Poverty,172054,11669,160385,93.2,1072,167,15.6
3,10,2015-16,Poverty,Poverty,209288,36806,172482,82.4,1367,654,47.8
3,10,2016-17,Poverty,Not Poverty,171601,11132,160469,93.5,1078,148,13.7
3,10,2016-17,Poverty,Poverty,212789,33392,179397,84.3,1412,584,41.4
3,10,2017-18,Poverty,Not Poverty,167305,8332,158973,95.0,1040,108,10.4
3,10,2017-18,Poverty,Poverty,201465,33478,167987,83.4,1348,591,43.8
3,10,2018-19,Poverty,Not Poverty,182767,8473,174294,95.4,1116,106,9.5
3,10,2018-19,Poverty,Poverty,197309,27064,170245,86.3,1279,508,39.7
3,11,2013-14,Poverty,Not Poverty,158534,11311,147223,92.9,982,164,16.7
3,11,2013-14,Poverty,Poverty,214776,32502,182274,84.9,1387,617,44.5
3,11,2014-15,Poverty,Not Poverty,156705,10857,145848,93.1,949,148,15.6
3,11,2014-15,Poverty,Poverty,193122,28172,164950,85.4,1222,504,41.2
3,11,2015-16,Poverty,Not Poverty,156498,11672,144826,92.5,975,190,19.5
3,11,2015-16,Poverty,Poverty,189043,30011,159032,84.1,1225,546,44.6
3,11,2016-17,Poverty,Not Poverty,159145,9908,149237,93.8,997,150,15.0
3,11,2016-17,Poverty,Poverty,177345,24121,153224,86.4,1168,491,42.0
3,11,2017-18,Poverty,Not Poverty,154839,8540,146299,94.5,959,125,13.0
3,11,2017-18,Poverty,Poverty,197013,29664,167349,84.9,1282,588,45.9
3,11,2018-19,Poverty,Not Poverty,163814,8487,155327,94.8,994,120,12.1
3,11,2018-19,Poverty,Poverty,178990,26382,152608,85.3,1148,486,42.3
3,12,2013-14,Poverty,Not Poverty,150990,15051,135939,90.0,941,240,25.5
3,12,2013-14,Poverty,Poverty,192383,32949,159434,82.9,1272,666,52.4
3,12,2014-15,Poverty,Not Poverty,165099,15292,149807,90.7,1014,234,23.1
3,12,2014-15,Poverty,Poverty,206264,37091,169173,82.0,1331,702,52.7
3,12,2015-16,Poverty,Not Poverty,154339,16662,137677,89.2,963,296,30.7
3,12,2015-16,Poverty,Poverty,185195,34366,150829,81.4,1222,681,55.7
3,12,2016-17,Poverty,Not Poverty,148671,14444,134227,90.3,931,246,26.4
3,12,2016-17,Poverty,Poverty,182106,28665,153441,84.3,1205,595,49.4
3,12,2017-18,Poverty,Not Poverty,145047,12290,132757,91.5,895,220,24.6
3,12,2017-18,Poverty,Poverty,180526,28161,152365,84.4,1181,596,50.5
3,12,2018-19,Poverty,Not Poverty,155180,13900,141280,91.0,947,240,25.3
3,12,2018-19,Poverty,Poverty,209510,36243,173267,82.7,1355,745,55.0
4,All Grades,2013-14,Poverty,Not Poverty,439232,31435,407797,92.8,2565,529,20.6
4,All Grades,2013-14,Poverty,Poverty,1954947,171529,1783418,91.2,11717,3613,30.8
4,All Grades,2014-15,Poverty,Not Poverty,457213,31437,425776,93.1,2641,504,19.1
4,All Grades,2014-15,Poverty,Poverty,1955016,167817,1787199,91.4,11464,3467,30.2
4,All Grades,2015-16,Poverty,Not Poverty,451710,28529,423181,93.7,2661,478,18.0
4,All Grades,2015-16,Poverty,Poverty,1870019,157384,1712635,91.6,11252,3390,30.1
4,All Grades,2016-17,Poverty,Not Poverty,442926,29871,413055,93.3,2631,521,19.8
4,All Grades,2016-17,Poverty,Poverty,1787950,151875,1636075,91.5,10853,3291,30.3
4,All Grades,2017-18,Poverty,Not Poverty,370326,22249,348077,94.0,2190,374,17.1
4,All Grades,2017-18,Poverty,Poverty,1841311,164852,1676459,91.0,11109,3654,32.9
4,All Grades,2018-19,Poverty,Not Poverty,405530,23138,382392,94.3,2395,387,16.2
4,All Grades,2018-19,Poverty,Poverty,1791305,162488,1628817,90.9,10756,3699,34.4
4,PK in K-12 Schools,2013-14,Poverty,Not Poverty,18672,1713,16959,90.8,110,35,31.8
4,PK in K-12 Schools,2013-14,Poverty,Poverty,61404,7779,53625,87.3,371,180,48.5
4,PK in K-12 Schools,2014-15,Poverty,Not Poverty,15922,1539,14383,90.3,93,30,32.3
4,PK in K-12 Schools,2014-15,Poverty,Poverty,61028,8686,52342,85.8,375,225,60.0
4,PK in K-12 Schools,2015-16,Poverty,Not Poverty,13429,1157,12272,91.4,81,27,33.3
4,PK in K-12 Schools,2015-16,Poverty,Poverty,56997,7280,49717,87.2,364,183,50.3
4,PK in K-12 Schools,2016-17,Poverty,Not Poverty,15607,1609,13998,89.7,98,35,35.7
4,PK in K-12 Schools,2016-17,Poverty,Poverty,52573,7437,45136,85.9,336,192,57.1
4,PK in K-12 Schools,2017-18,Poverty,Not Poverty,13806,1109,12697,92.0,82,26,31.7
4,PK in K-12 Schools,2017-18,Poverty,Poverty,55071,8677,46394,84.2,360,237,65.8
4,PK in K-12 Schools,2018-19,Poverty,Not Poverty,22612,2333,20279,89.7,145,62,42.8
4,PK in K-12 Schools,2018-19,Poverty,Poverty,93092,14515,78577,84.4,584,379,64.9
4,0K,2013-14,Poverty,Not Poverty,37660,2689,34971,92.9,223,52,23.3
4,0K,2013-14,Poverty,Poverty,145918,15758,130160,89.2,894,397,44.4
4,0K,2014-15,Poverty,Not Poverty,33791,2318,31473,93.1,195,47,24.1
4,0K,2014-15,Poverty,Poverty,148443,14836,133607,90.0,880,336,38.2
4,0K,2015-16,Poverty,Not Poverty,33538,2055,31483,93.9,197,35,17.8
4,0K,2015-16,Poverty,Poverty,142397,14223,128174,90.0,867,362,41.8
4,0K,2016-17,Poverty,Not Poverty,30507,2024,28483,93.4,180,39,21.7
4,0K,2016-17,Poverty,Poverty,130999,14041,116958,89.3,810,357,44.1
4,0K,2017-18,Poverty,Not Poverty,28395,1771,26624,93.8,165,29,17.6
4,0K,2017-18,Poverty,Poverty,119795,13873,105922,88.4,735,361,49.1
4,0K,2018-19,Poverty,Not Poverty,24283,1602,22681,93.4,142,30,21.1
4,0K,2018-19,Poverty,Poverty,116822,14787,102035,87.3,717,385,53.7
4,1,2013-14,Poverty,Not Poverty,35959,2295,33664,93.6,205,39,19.0
4,1,2013-14,Poverty,Poverty,163001,15610,147391,90.4,981,357,36.4
4,1,2014-15,Poverty,Not Poverty,39905,2553,37352,93.6,229,40,17.5
4,1,2014-15,Poverty,Poverty,156553,14828,141725,90.5,914,327,35.8
4,1,2015-16,Poverty,Not Poverty,37428,2190,35238,94.1,218,36,16.5
4,1,2015-16,Poverty,Poverty,144802,13209,131593,90.9,883,330,37.4
4,1,2016-17,Poverty,Not Poverty,37281,2481,34800,93.3,215,43,20.0
4,1,2016-17,Poverty,Poverty,139641,13238,126403,90.5,854,329,38.5
4,1,2017-18,Poverty,Not Poverty,27620,1521,26099,94.5,159,28,17.6
4,1,2017-18,Poverty,Poverty,135898,13890,122008,89.8,812,357,44.0
4,1,2018-19,Poverty,Not Poverty,26653,1549,25104,94.2,153,28,18.3
4,1,2018-19,Poverty,Poverty,117375,12065,105310,89.7,700,304,43.4
4,2,2013-14,Poverty,Not Poverty,37388,2383,35005,93.6,211,38,18.0
4,2,2013-14,Poverty,Poverty,162149,13405,148744,91.7,965,297,30.8
4,2,2014-15,Poverty,Not Poverty,36196,1960,34236,94.6,206,24,11.7
4,2,2014-15,Poverty,Poverty,162148,13767,148381,91.5,939,314,33.4
4,2,2015-16,Poverty,Not Poverty,39319,2347,36972,94.0,227,39,17.2
4,2,2015-16,Poverty,Poverty,144226,12395,131831,91.4,865,309,35.7
4,2,2016-17,Poverty,Not Poverty,37284,2208,35076,94.1,217,38,17.5
4,2,2016-17,Poverty,Poverty,143112,12756,130356,91.1,854,288,33.7
4,2,2017-18,Poverty,Not Poverty,32807,1818,30989,94.5,189,29,15.3
4,2,2017-18,Poverty,Poverty,143282,13319,129963,90.7,856,321,37.5
4,2,2018-19,Poverty,Not Poverty,27872,1385,26487,95.0,162,21,13.0
4,2,2018-19,Poverty,Poverty,124870,11636,113234,90.7,757,315,41.6
4,3,2013-14,Poverty,Not Poverty,38362,2115,36247,94.5,218,30,13.8
4,3,2013-14,Poverty,Poverty,153531,11955,141576,92.2,916,269,29.4
4,3,2014-15,Poverty,Not Poverty,37848,2171,35677,94.3,212,34,16.0
4,3,2014-15,Poverty,Poverty,158171,11796,146375,92.5,917,248,27.0
4,3,2015-16,Poverty,Not Poverty,36439,1833,34606,95.0,210,21,10.0
4,3,2015-16,Poverty,Poverty,148774,11256,137518,92.4,878,251,28.6
4,3,2016-17,Poverty,Not Poverty,39506,2377,37129,94.0,231,41,17.7
4,3,2016-17,Poverty,Poverty,136850,11820,125030,91.4,819,280,34.2
4,3,2017-18,Poverty,Not Poverty,29840,1715,28125,94.3,174,28,16.1
4,3,2017-18,Poverty,Poverty,149163,12334,136829,91.7,886,293,33.1
4,3,2018-19,Poverty,Not Poverty,30701,1499,29202,95.1,176,18,10.2
4,3,2018-19,Poverty,Poverty,138931,12336,126595,91.1,820,292,35.6
4,4,2013-14,Poverty,Not Poverty,36417,2095,34322,94.2,205,28,13.7
4,4,2013-14,Poverty,Poverty,156567,11725,144842,92.5,919,256,27.9
4,4,2014-15,Poverty,Not Poverty,40065,2300,37765,94.3,226,32,14.2
4,4,2014-15,Poverty,Poverty,156991,11652,145339,92.6,899,239,26.6
4,4,2015-16,Poverty,Not Poverty,37773,2016,35757,94.7,215,35,16.3
4,4,2015-16,Poverty,Poverty,146847,9415,137432,93.6,869,187,21.5
4,4,2016-17,Poverty,Not Poverty,37826,1980,35846,94.8,220,31,14.1
4,4,2016-17,Poverty,Poverty,139199,10795,128404,92.2,832,235,28.2
4,4,2017-18,Poverty,Not Poverty,33885,1697,32188,95.0,194,22,11.3
4,4,2017-18,Poverty,Poverty,143115,11937,131178,91.7,841,271,32.2
4,4,2018-19,Poverty,Not Poverty,30008,1498,28510,95.0,172,23,13.4
4,4,2018-19,Poverty,Poverty,147066,12605,134461,91.4,868,307,35.4
4,5,2013-14,Poverty,Not Poverty,34194,1953,32241,94.3,194,25,12.9
4,5,2013-14,Poverty,Poverty,158920,10751,148169,93.2,921,203,22.0
4,5,2014-15,Poverty,Not Poverty,36918,1751,35167,95.3,207,20,9.7
4,5,2014-15,Poverty,Poverty,152610,11285,141325,92.6,871,230,26.4
4,5,2015-16,Poverty,Not Poverty,41472,2109,39363,94.9,241,38,15.8
4,5,2015-16,Poverty,Poverty,146412,10232,136180,93.0,856,230,26.9
4,5,2016-17,Poverty,Not Poverty,36182,1999,34183,94.5,210,33,15.7
4,5,2016-17,Poverty,Poverty,143252,9618,133634,93.3,836,197,23.6
4,5,2017-18,Poverty,Not Poverty,30438,1536,28902,95.0,175,20,11.4
4,5,2017-18,Poverty,Poverty,144433,10958,133475,92.4,849,234,27.6
4,5,2018-19,Poverty,Not Poverty,32485,1905,30580,94.1,186,35,18.8
4,5,2018-19,Poverty,Poverty,142161,11585,130576,91.9,828,279,33.7
4,6,2013-14,Poverty,Not Poverty,34963,2092,32871,94.0,197,32,16.2
4,6,2013-14,Poverty,Poverty,151637,11963,139674,92.1,884,259,29.3
4,6,2014-15,Poverty,Not Poverty,37256,2115,35141,94.3,212,32,15.1
4,6,2014-15,Poverty,Poverty,152575,10165,142410,93.3,875,201,23.0
4,6,2015-16,Poverty,Not Poverty,35311,1819,33492,94.8,204,29,14.2
4,6,2015-16,Poverty,Poverty,141669,11290,130379,92.0,826,233,28.2
4,6,2016-17,Poverty,Not Poverty,44220,2495,41725,94.4,257,35,13.6
4,6,2016-17,Poverty,Poverty,127529,9889,117640,92.2,756,214,28.3
4,6,2017-18,Poverty,Not Poverty,30704,1382,29322,95.5,179,20,11.2
4,6,2017-18,Poverty,Poverty,147233,10810,136423,92.7,858,232,27.0
4,6,2018-19,Poverty,Not Poverty,33435,1563,31872,95.3,194,18,9.3
4,6,2018-19,Poverty,Poverty,141737,11202,130535,92.1,828,244,29.5
4,7,2013-14,Poverty,Not Poverty,37483,2056,35427,94.5,213,29,13.6
4,7,2013-14,Poverty,Poverty,148347,11269,137078,92.4,858,219,25.5
4,7,2014-15,Poverty,Not Poverty,37042,2158,34884,94.2,207,35,16.9
4,7,2014-15,Poverty,Poverty,151994,12465,139529,91.8,860,248,28.8
4,7,2015-16,Poverty,Not Poverty,41326,2330,38996,94.4,237,38,16.0
4,7,2015-16,Poverty,Poverty,143459,10202,133257,92.9,836,214,25.6
4,7,2016-17,Poverty,Not Poverty,34563,1915,32648,94.5,200,38,19.0
4,7,2016-17,Poverty,Poverty,134645,11464,123181,91.5,792,226,28.5
4,7,2017-18,Poverty,Not Poverty,33071,1577,31494,95.2,190,24,12.6
4,7,2017-18,Poverty,Poverty,139688,11248,128440,91.9,811,236,29.1
4,7,2018-19,Poverty,Not Poverty,34152,1601,32551,95.3,197,22,11.2
4,7,2018-19,Poverty,Poverty,141311,11308,130003,92.0,827,237,28.7
4,8,2013-14,Poverty,Not Poverty,38482,2833,35649,92.6,221,45,20.4
4,8,2013-14,Poverty,Poverty,153985,13174,140811,91.4,887,254,28.6
4,8,2014-15,Poverty,Not Poverty,45426,3235,42191,92.9,255,49,19.2
4,8,2014-15,Poverty,Poverty,142887,12343,130544,91.4,804,245,30.5
4,8,2015-16,Poverty,Not Poverty,42283,2798,39485,93.4,241,45,18.7
4,8,2015-16,Poverty,Poverty,142320,12554,129766,91.2,819,251,30.6
4,8,2016-17,Poverty,Not Poverty,40955,2687,38268,93.4,236,51,21.6
4,8,2016-17,Poverty,Poverty,136159,11131,125028,91.8,796,236,29.6
4,8,2017-18,Poverty,Not Poverty,26145,1517,24628,94.2,153,31,20.3
4,8,2017-18,Poverty,Poverty,145409,13430,131979,90.8,838,279,33.3
4,8,2018-19,Poverty,Not Poverty,36643,1978,34665,94.6,210,32,15.2
4,8,2018-19,Poverty,Poverty,135074,12858,122216,90.5,782,278,35.5
4,9,2013-14,Poverty,Not Poverty,23494,1909,21585,91.9,150,24,16.0
4,9,2013-14,Poverty,Poverty,149379,13738,135641,90.8,942,240,25.5
4,9,2014-15,Poverty,Not Poverty,22062,1759,20303,92.0,137,25,18.2
4,9,2014-15,Poverty,Poverty,148565,13985,134580,90.6,911,232,25.5
4,9,2015-16,Poverty,Not Poverty,22335,1490,20845,93.3,140,21,15.0
4,9,2015-16,Poverty,Poverty,134613,10319,124294,92.3,845,172,20.4
4,9,2016-17,Poverty,Not Poverty,21214,1330,19884,93.7,135,25,18.5
4,9,2016-17,Poverty,Poverty,132912,8582,124330,93.5,835,144,17.2
4,9,2017-18,Poverty,Not Poverty,22030,1322,20708,94.0,139,19,13.7
4,9,2017-18,Poverty,Poverty,134985,9923,125062,92.6,855,170,19.9
4,9,2018-19,Poverty,Not Poverty,27571,1147,26424,95.8,170,15,8.8
4,9,2018-19,Poverty,Poverty,125676,7597,118079,94.0,782,132,16.9
4,10,2013-14,Poverty,Not Poverty,23224,2151,21073,90.7,146,43,29.5
4,10,2013-14,Poverty,Poverty,137554,13226,124328,90.4,861,261,30.3
4,10,2014-15,Poverty,Not Poverty,24053,1569,22484,93.5,152,25,16.4
4,10,2014-15,Poverty,Poverty,145440,11682,133758,92.0,899,224,24.9
4,10,2015-16,Poverty,Not Poverty,24479,1823,22656,92.6,157,31,19.7
4,10,2015-16,Poverty,Poverty,140972,12637,128335,91.0,881,239,27.1
4,10,2016-17,Poverty,Not Poverty,21449,1772,19677,91.7,144,35,24.3
4,10,2016-17,Poverty,Poverty,129274,9462,119812,92.7,826,183,22.2
4,10,2017-18,Poverty,Not Poverty,20216,1222,18994,94.0,130,21,16.2
4,10,2017-18,Poverty,Poverty,140145,12085,128060,91.4,889,210,23.6
4,10,2018-19,Poverty,Not Poverty,28386,1392,26994,95.1,178,25,14.0
4,10,2018-19,Poverty,Poverty,129802,9940,119862,92.3,808,166,20.5
4,11,2013-14,Poverty,Not Poverty,20300,1836,18464,91.0,129,39,30.2
4,11,2013-14,Poverty,Poverty,101687,8209,93478,91.9,629,156,24.8
4,11,2014-15,Poverty,Not Poverty,23912,2280,21632,90.5,144,41,28.5
4,11,2014-15,Poverty,Poverty,116591,9950,106641,91.5,710,200,28.2
4,11,2015-16,Poverty,Not Poverty,23705,1613,22092,93.2,147,25,17.0
4,11,2015-16,Poverty,Poverty,122086,8992,113094,92.6,757,165,21.8
4,11,2016-17,Poverty,Not Poverty,21468,1650,19818,92.3,132,27,20.5
4,11,2016-17,Poverty,Poverty,121624,9090,112534,92.5,763,165,21.6
4,11,2017-18,Poverty,Not Poverty,20204,1478,18726,92.7,128,27,21.1
4,11,2017-18,Poverty,Poverty,120929,8902,112027,92.6,758,163,21.5
4,11,2018-19,Poverty,Not Poverty,24504,1487,23017,93.9,151,21,13.9
